car_price,manufacturing_year,company,model,condition,cylinders,fuel,dist_reading,title_status,transmission,VIN,drive,size,car_type,color,image_url,county,state,lat,long,posting_date
18590,2018,honda,civic lx sedan 4d,good,,gas,28942,clean,other,19XFC2F59JE206832,fwd,,sedan,white,https://images.craigslist.org/00H0H_b24A2x1GzuIz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-24T08:52:24-0500
29590,2017,ford,expedition xlt sport,good,6 cylinders,gas,70760,clean,other,1FMJU1JT1HEA52352,4wd,,SUV,blue,https://images.craigslist.org/00D0D_aqVh7XGmJcQz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-24T08:52:07-0500
21590,2018,honda,civic ex sedan 4d,good,,gas,7885,clean,other,2HGFC2F74JH589649,fwd,,sedan,,https://images.craigslist.org/01212_6fkPQp1iO8Vz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-24T08:52:03-0500
22590,2013,ford,f150 super cab xl pickup 4d,good,6 cylinders,other,14169,clean,other,1FTEX1CMXDFB16329,,,pickup,silver,https://images.craigslist.org/00909_lPs0VlcaPt1z_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-23T11:41:07-0500
33990,2020,jeep,wrangler sport suv 2d,good,6 cylinders,gas,9859,clean,other,1C4GJXAG9LW193038,4wd,,other,,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-23T10:10:54-0500
29990,2012,toyota,tacoma double cab pickup,good,6 cylinders,gas,43182,clean,other,3TMLU4EN4CM085701,4wd,,pickup,white,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-23T09:30:51-0500
37590,2019,ford,f150 supercrew cab xl,good,6 cylinders,gas,8663,clean,other,1FTEW1CP2KKC65268,,,pickup,,https://images.craigslist.org/00606_eM2dJpJOQb4z_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-23T09:01:04-0500
25990,2015,lexus,nx 300h sport utility 4d,good,,other,55783,clean,other,JTJBJRBZ8F2020836,,,hatchback,white,https://images.craigslist.org/00A0A_9vcBp3KCtfrz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-22T11:51:00-0500
32990,2018,jaguar,e-pace p250 s sport,good,,other,26685,clean,other,SADFJ2FX1J1Z13468,,,other,white,https://images.craigslist.org/00D0D_kXXKf971SK1z_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-22T10:21:14-0500
28990,2020,buick,encore gx essence sport,good,,gas,21,clean,other,KL4MMGSL4LB128069,,,other,white,https://images.craigslist.org/00a0a_7ojpNN3PG0Rz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-22T09:01:26-0500
34990,2020,lexus,nx 300 sport utility 4d,good,,gas,1722,clean,other,JTJAARBZ1L2159357,fwd,,hatchback,black,https://images.craigslist.org/01616_iKuyyqnuqsTz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-22T08:51:28-0500
3000,2004,chrysler,town & country,good,6 cylinders,gas,176144,clean,automatic,,fwd,mid-size,mini-van,silver,https://images.craigslist.org/00w0w_fF0N3jP3NHaz_0ww0oo_600x450.jpg,,al,32.629409,-85.484447,2021-04-21T19:26:56-0500
22590,2016,volvo,s60 t5 cross country,good,,gas,42755,clean,other,YV4612UMXG2000759,,,sedan,,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-21T11:30:50-0500
36990,2019,volvo,s60 t6 inscription sedan,good,,gas,8141,clean,other,7JRA22TL6KG004114,,,sedan,white,https://images.craigslist.org/00t0t_g9uumYEAhboz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-21T10:11:01-0500
31990,2020,volvo,s60 t5 momentum sedan 4d,good,,gas,16594,clean,other,7JR102FK7LG060315,fwd,,sedan,,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-21T09:30:56-0500
28590,2019,volvo,s60 t5 momentum sedan 4d,good,,gas,18531,clean,other,7JR102FK4KG010003,fwd,,sedan,black,https://images.craigslist.org/01010_kI12XbB47pHz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-21T08:30:57-0500
31990,2018,audi,q5 premium sport utility 4d,good,,gas,19179,clean,other,WA1ANAFY7J2102310,,,other,,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-20T11:51:17-0500
19990,2015,infiniti,qx60 3.5 sport utility,good,,other,96003,clean,other,5N1AL0MM5FC519184,,,SUV,silver,https://images.craigslist.org/00G0G_bKKk9z0UP0Gz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-20T10:41:08-0500
29590,2017,lincoln,continental select sedan,good,6 cylinders,gas,35320,clean,other,1LN6L9TP6H5634048,,,sedan,black,https://images.craigslist.org/01616_7CkTL4cGX9rz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-20T10:40:55-0500
29990,2018,alfa-romeo,romeo stelvio ti sport,good,,other,26978,clean,other,ZASFAKBN3J7B64774,,,hatchback,,https://images.craigslist.org/00m0m_7TnPZUTuoPvz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-20T10:41:04-0500
2100,2006,subaru,impreza,fair,4 cylinders,gas,97000,clean,automatic,,,,hatchback,,https://images.craigslist.org/00606_6sZwmmrJ9rKz_0lM0t2_600x450.jpg,,al,32.5475,-85.4682,2021-04-20T09:55:48-0500
80,2004,honda,,excellent,6 cylinders,gas,94020,clean,automatic,,,,,,https://images.craigslist.org/00p0p_awopHVeMR83z_0c6094_600x450.jpg,,al,32.8113,-85.1749,2021-04-19T12:55:06-0500
15990,2016,,Scion iM Hatchback 4D,good,,gas,29652,clean,other,JTNKARJEXGJ517925,fwd,,hatchback,blue,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-19T10:51:13-0500
20590,2013,acura,mdx sport utility 4d,good,6 cylinders,gas,77087,clean,other,2HNYD2H30DH510846,,,other,silver,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-19T10:50:57-0500
29590,2018,audi,a6 2.0t premium sedan 4d,good,,gas,13035,clean,other,WAUC8AFC6JN041814,fwd,,sedan,,https://images.craigslist.org/00K0K_dtlyDZgN926z_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-19T09:51:14-0500
16590,2015,hyundai,sonata sport sedan 4d,good,,gas,26655,clean,other,5NPE34AF8FH021634,fwd,,sedan,white,https://images.craigslist.org/00d0d_65wNCfzhbwqz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-19T08:51:14-0500
12990,1968,volvo,,,,gas,99999,clean,manual,,,,,,https://images.craigslist.org/00b0b_55DC13BpVqIz_0CI0ms_600x450.jpg,,al,32.6454,-85.3783,2021-04-19T07:46:40-0500
33990,2017,ram,1500 crew cab tradesman,good,8 cylinders,gas,17033,clean,other,3C6RR7KT7HG794054,4wd,,pickup,blue,https://images.craigslist.org/00Y0Y_jRbwm0dSjSUz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-18T11:21:37-0500
36590,2019,gmc,sierra 1500 limited double,good,8 cylinders,gas,14222,clean,other,2GTV2LECXK1123316,4wd,,pickup,blue,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-18T11:21:35-0500
29590,2013,gmc,sierra 1500 extended cab slt,good,8 cylinders,gas,37888,clean,other,1GTR1WE01DZ407455,,,pickup,silver,https://images.craigslist.org/00000_jov9euwMctFz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-18T10:20:58-0500
40590,2019,ford,f250 super duty regular cab,good,8 cylinders,other,9313,clean,other,1FTBF2B65KEC91136,4wd,,pickup,white,https://images.craigslist.org/01010_5JjwyfgNcrjz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-18T09:50:48-0500
33990,2018,jeep,wrangler unlimited willys,good,6 cylinders,gas,34636,clean,other,1C4BJWDG2JL806552,4wd,,other,white,https://images.craigslist.org/00d0d_lQWs0jxSyooz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-17T13:11:25-0500
43990,2019,jeep,wrangler unlimited sahara,good,,gas,4362,clean,other,1C4HJXEN4KW505794,4wd,,SUV,black,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-17T10:30:46-0500
38990,2017,jeep,wrangler unlimited rubicon,good,6 cylinders,gas,20676,clean,other,1C4BJWFG3HL547853,4wd,,other,red,https://images.craigslist.org/01212_59EilBaTKT6z_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-17T09:21:25-0500
39590,2018,jeep,wrangler unlimited all new,good,6 cylinders,gas,21893,clean,other,1C4HJXEGXJW175675,4wd,,SUV,silver,https://images.craigslist.org/01414_5nOgqzFya62z_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-17T09:21:10-0500
9500,2003,chrysler,town & country,excellent,6 cylinders,gas,30376,clean,automatic,,fwd,mid-size,mini-van,blue,https://images.craigslist.org/00w0w_41YO8cHlW3Cz_0iP0CI_600x450.jpg,,al,32.614209,-85.326357,2021-04-16T10:40:58-0500
28590,2018,gmc,acadia sle-2 sport utility,good,6 cylinders,gas,20736,clean,other,1GKKNLLS2JZ178034,fwd,,SUV,white,https://images.craigslist.org/00c0c_kXhBir3Ii6xz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-15T11:00:40-0500
16590,2013,lincoln,mkz sedan 4d,good,,gas,61087,clean,other,3LN6L2G99DR819673,fwd,,sedan,red,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-15T09:31:01-0500
28990,2017,gmc,acadia slt-1 sport utility,good,6 cylinders,gas,18041,clean,other,1GKKNMLS2HZ305977,fwd,,SUV,,https://images.craigslist.org/00w0w_b3G8mxfApIiz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-15T09:31:04-0500
20590,2017,lincoln,mkz premiere sedan 4d,good,,gas,36436,clean,other,3LN6L5A97HR666209,fwd,,sedan,,https://images.craigslist.org/00F0F_ghX7UUlnBrEz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-15T08:50:52-0500
26990,2015,lexus,nx 200t sport utility 4d,good,,gas,29738,clean,other,JTJYARBZ9F2013419,fwd,,hatchback,red,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-14T11:01:07-0500
26990,2016,lexus,nx 200t sport utility 4d,good,,gas,31363,clean,other,JTJYARBZ5G2041512,fwd,,hatchback,white,https://images.craigslist.org/00J0J_7FX8tlOfh4ez_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-14T10:21:10-0500
22590,2020,buick,encore gx select sport,good,,other,5144,clean,other,KL4MMDSL8LB104338,,,SUV,red,https://images.craigslist.org/01515_6T99zf3Uuxoz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-14T10:21:06-0500
35990,2018,jaguar,e-pace p250 se sport,good,,gas,8490,clean,other,SADFP2FX0J1Z05358,,,other,black,https://images.craigslist.org/01717_3GkMIx6q3Fxz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-14T08:51:46-0500
17500,2008,toyota,fj cruiser,good,6 cylinders,gas,201300,clean,manual,,4wd,full-size,offroad,black,https://images.craigslist.org/01616_eNHvoS2tcdRz_0lL0t2_600x450.jpg,,al,32.6024,-85.4873,2021-04-13T17:05:44-0500
6000,2007,mercedes-benz,e320 cdi,good,6 cylinders,diesel,124000,clean,automatic,,rwd,,sedan,blue,https://images.craigslist.org/00g0g_6wqTC1Js5v5z_0CI0t2_600x450.jpg,,al,32.592,-85.5189,2021-04-13T12:54:00-0500
25990,2018,volvo,s60 t5 inscription sedan,good,,diesel,22834,clean,other,LYV402TK9JB177497,,,sedan,,https://images.craigslist.org/01616_fY1Kd8zCOCpz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-13T12:20:52-0500
6800,2005,,blue bird bus,excellent,6 cylinders,diesel,180000,clean,automatic,,rwd,full-size,bus,yellow,https://images.craigslist.org/00000_842WZ3ZO6Nfz_0CI0t2_600x450.jpg,,al,32.8337,-85.1197,2021-04-13T11:20:25-0500
36590,2019,volvo,s60 t6 r-design sedan 4d,good,,gas,7618,clean,other,7JRA22TM2KG013336,,,sedan,white,https://images.craigslist.org/00t0t_4BgC1G6v82kz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-13T10:50:55-0500
35990,2019,volvo,s60 t6 r-design sedan 4d,good,,other,15567,clean,other,7JRA22TM4KG006873,,,sedan,red,https://images.craigslist.org/01717_2OZq8zUJTE2z_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-13T10:01:15-0500
33590,2019,volvo,s60 t6 r-design sedan 4d,good,,gas,10742,clean,other,7JRA22TM6KG005594,,,sedan,silver,https://images.craigslist.org/00j0j_2H2lvY1f4cxz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-13T08:21:04-0500
0,2018,chevrolet,express cargo van,like new,6 cylinders,gas,68472,clean,automatic,1GCWGAFP8J1309579,rwd,full-size,van,white,https://images.craigslist.org/00K0K_69J3ZqXVAcwz_0gw0co_600x450.jpg,,al,31.425091,-85.617723,2021-04-12T11:20:35-0500
0,2019,chevrolet,express cargo van,like new,6 cylinders,gas,69125,clean,automatic,1GCWGAFP4K1214373,rwd,full-size,van,white,https://images.craigslist.org/00E0E_fFAYDZvzy8Oz_0gw0co_600x450.jpg,,al,31.425091,-85.617723,2021-04-12T11:20:00-0500
0,2018,chevrolet,express cargo van,like new,6 cylinders,gas,66555,clean,automatic,1GCWGAFPXJ1337903,rwd,full-size,van,white,https://images.craigslist.org/00000_e8MT9cNYnGhz_0gw0co_600x450.jpg,,al,31.425091,-85.617723,2021-04-12T11:19:58-0500
38990,2020,infiniti,qx60 luxe sport utility,good,6 cylinders,gas,5279,clean,other,5N1DL0MN9LC508268,fwd,,other,black,https://images.craigslist.org/00N0N_blMVsYWfrW9z_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-12T11:11:29-0500
33990,2018,alfa-romeo,romeo stelvio ti sport suv,good,,gas,23753,clean,other,ZASFAKNN6J7B70368,,,hatchback,,https://images.craigslist.org/00O0O_2gBqlNlhU5Kz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-12T10:21:03-0500
27990,2017,lincoln,continental select sedan,good,6 cylinders,gas,19492,clean,automatic,1LN6L9TK4H5636420,,,sedan,,https://images.craigslist.org/00505_d3fZkS32Y6Hz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-12T10:20:58-0500
28590,2018,audi,q5 premium sport utility 4d,good,,gas,31033,clean,other,WA1ANAFY2J2198475,,,SUV,silver,https://images.craigslist.org/00t0t_cYUkNaOVDuwz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-12T08:51:46-0500
18590,2018,hyundai,sonata sel sedan 4d,good,,gas,22075,clean,other,5NPE34AF7JH658815,fwd,,sedan,white,https://images.craigslist.org/00s0s_2PUX5ZFgrdNz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-11T11:21:37-0500
29990,2018,audi,a6 2.0t premium plus sedan,good,,other,24996,clean,automatic,WAUG8AFC8JN040987,,,sedan,silver,https://images.craigslist.org/00p0p_2VWZyB4Dy3qz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-11T10:11:17-0500
14990,2016,,Scion iM Hatchback 4D,good,,gas,65203,clean,other,JTNKARJE4GJ508198,fwd,,hatchback,red,https://images.craigslist.org/00B0B_5RIqCKqtsPKz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-11T10:11:14-0500
39990,2020,acura,mdx sh-awd sport utility,good,6 cylinders,gas,1237,clean,other,5J8YD4H39LL041518,,,other,white,https://images.craigslist.org/00r0r_cpin64wpXenz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-11T10:11:13-0500
2500,1966,,1966 C-30 1 ton,good,6 cylinders,gas,47000,clean,manual,,rwd,full-size,pickup,brown,https://images.craigslist.org/00k0k_fmcpYCNBUGfz_0i30CI_600x450.jpg,,al,32.4169,-85.7094,2021-04-11T07:07:52-0500
4000,2006,jeep,grand cherokee laredo,good,6 cylinders,gas,281000,clean,automatic,,rwd,mid-size,SUV,black,https://images.craigslist.org/00W0W_jb4OZvr7o7Ez_0t20CI_600x450.jpg,,al,32.6099,-85.4808,2021-04-10T13:04:35-0500
32990,2019,jeep,wrangler sport suv 2d,good,6 cylinders,other,1423,clean,other,1C4GJXAGXKW566358,4wd,,SUV,yellow,https://images.craigslist.org/00N0N_1xMPvfxRAIdz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-10T10:31:27-0500
27590,2012,jeep,wrangler unlimited sport,good,6 cylinders,gas,52172,clean,other,1C4BJWDG5CL258372,4wd,,SUV,black,https://images.craigslist.org/00505_dd1f7wuDcMsz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-10T10:31:21-0500
18590,2017,toyota,camry le sedan 4d,good,,gas,30223,clean,other,4T1BF1FK4HU421581,fwd,,sedan,silver,https://images.craigslist.org/00F0F_7gmoEvbrZZ7z_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-10T09:21:18-0500
33590,2017,ram,1500 crew cab laramie pickup,good,,other,45464,clean,other,1C6RR6VT3HS551162,,,pickup,red,https://images.craigslist.org/01515_9jOrh6vdMLRz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-10T09:21:15-0500
40990,2017,jeep,wrangler unlimited rubicon,good,,other,30092,clean,other,1C4BJWFG7HL558919,4wd,,other,black,https://images.craigslist.org/00z0z_2bZEi5IsWWDz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-09T10:51:35-0500
33590,2017,jeep,wrangler unlimited sport,good,6 cylinders,gas,37919,clean,other,1C4BJWDG7HL689576,4wd,,SUV,black,https://images.craigslist.org/00q0q_44NkxOIlLrMz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-09T10:11:20-0500
31590,2017,jeep,wrangler unlimited sport,good,6 cylinders,gas,35391,clean,other,1C4BJWDG8HL671975,4wd,,SUV,black,https://images.craigslist.org/00W0W_buOjh5s1Qhuz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-09T09:31:05-0500
30990,2017,jeep,wrangler unlimited sport,good,6 cylinders,gas,43039,clean,other,1C4BJWDG6HL650381,4wd,,SUV,silver,https://images.craigslist.org/00j0j_BfPLW19l2Fz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-09T08:51:07-0500
14590,2012,bmw,1 series 128i coupe 2d,good,,other,80465,clean,other,WBAUP9C53CVL91190,,,coupe,black,https://images.craigslist.org/00F0F_5UAXmOzC188z_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-08T10:41:14-0500
20590,2018,chrysler,300 limited sedan 4d,good,6 cylinders,gas,71021,clean,other,2C3CCAEG6JH123125,rwd,,sedan,black,https://images.craigslist.org/00x0x_ga6n3ZpljYxz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-08T10:41:10-0500
19990,2020,mitsubishi,outlander sport es,good,,other,11103,clean,other,JA4AP3AU9LU013694,,,hatchback,orange,https://images.craigslist.org/00r0r_c3sBBTtmvDRz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-08T09:11:59-0500
10990,2013,nissan,sentra s sedan 4d,good,,gas,81557,clean,other,3N1AB7AP2DL658501,fwd,,sedan,red,https://images.craigslist.org/00L0L_37Ad4hiDJ75z_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-08T09:11:55-0500
26990,2018,gmc,acadia sle-2 sport utility,good,6 cylinders,gas,26514,clean,other,1GKKNLLS5JZ181591,fwd,,SUV,,https://images.craigslist.org/00D0D_2EekLdmlBphz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-07T13:11:30-0500
36590,2020,gmc,acadia denali sport utility,good,6 cylinders,gas,33026,clean,other,1GKKNXLS6LZ134810,,,SUV,black,https://images.craigslist.org/00X0X_1xpTsVCkzasz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-07T10:31:15-0500
30990,2020,gmc,acadia slt sport utility 4d,good,6 cylinders,gas,35200,clean,other,1GKKNULSXLZ132766,,,SUV,white,https://images.craigslist.org/00x0x_MS5TGDQFQfz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-07T08:41:09-0500
24590,2018,lincoln,mkz select sedan 4d,good,,gas,16081,clean,automatic,3LN6L5C91JR615484,fwd,,sedan,white,https://images.craigslist.org/00R0R_iuWMpodqwtwz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-07T08:41:02-0500
8990,2013,,smart fortwo Passion Hatchback,good,,gas,59072,clean,automatic,WMEEJ3BA2DK636540,rwd,,coupe,silver,https://images.craigslist.org/00c0c_krE0mSA1688z_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-06T11:21:37-0500
23990,2015,lexus,nx 200t sport utility 4d,good,,other,48462,clean,other,JTJBARBZ6F2000472,,,hatchback,silver,https://images.craigslist.org/00X0X_ff7QALviC6Dz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-06T10:11:29-0500
25590,2020,buick,encore gx select sport,good,,gas,1113,clean,automatic,KL4MMDSL6LB104869,fwd,,SUV,red,https://images.craigslist.org/00k0k_87z4Y9dEMamz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-06T08:24:55-0500
52990,2020,jaguar,e-pace p300 r-dynamic se,good,,gas,79,clean,other,SADFL2GX2L1Z91107,,,other,white,https://images.craigslist.org/00p0p_4qfF2tImVZEz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-06T08:24:50-0500
19000,2017,subaru,forester,like new,4 cylinders,gas,22700,lien,automatic,,,,SUV,red,https://images.craigslist.org/00G0G_h9cQ6gnrh54z_0dm08P_600x450.jpg,,al,32.592,-85.5189,2021-04-05T17:06:46-0500
28000,2018,acura,tlx,excellent,,gas,55000,clean,automatic,,fwd,compact,sedan,white,https://images.craigslist.org/00a0a_lKsILUwW0qrz_0t20CI_600x450.jpg,,al,32.562007,-85.66967,2021-04-05T15:53:12-0500
17590,2015,volvo,s60 t5 premier sedan 4d,good,,gas,63512,clean,automatic,YV1612TBXF1304224,,,sedan,blue,https://images.craigslist.org/00m0m_5i7BlSCURdiz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-05T11:21:13-0500
36590,2020,volvo,s60 t6 r-design sedan 4d,good,,gas,18506,clean,other,7JRA22TM7LG032143,,,sedan,blue,https://images.craigslist.org/00Q0Q_51N2e8eaezZz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-05T10:11:35-0500
35990,2020,volvo,s60 t6 inscription sedan,good,,other,11878,clean,other,7JRA22TL7LG037835,,,sedan,blue,https://images.craigslist.org/01212_7MhMa3HSA3Vz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-05T09:41:14-0500
38590,2019,volvo,s60 t8 r-design sedan 4d,good,,gas,14054,clean,automatic,7JRBR0FM4KG013841,,,sedan,black,https://images.craigslist.org/00l0l_aooce3ZZMYLz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-05T08:21:13-0500
29590,2018,lincoln,continental select sedan,good,6 cylinders,other,33047,clean,automatic,1LN6L9TP1J5605689,,,sedan,white,https://images.craigslist.org/00q0q_2S5D7soiNmCz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-04T10:51:15-0500
32590,2018,alfa-romeo,romeo stelvio sport suv 4d,good,,other,14863,clean,other,ZASFAKPN0J7B80942,,,hatchback,blue,https://images.craigslist.org/00B0B_283512Ixzaiz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-04T10:51:13-0500
27590,2018,infiniti,qx60 3.5 sport utility,good,6 cylinders,gas,41119,clean,automatic,5N1DL0MM4JC527444,,,SUV,blue,https://images.craigslist.org/01414_ck2JdlhkmYAz_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-04T09:41:32-0500
38990,2020,audi,q5 45 tfsi premium plus,good,,gas,19067,clean,other,WA1BNAFYXL2013483,,,SUV,white,https://images.craigslist.org/00202_fjVrhHVsxL1z_0gw0co_600x450.jpg,,al,32.59,-85.48,2021-04-04T08:32:40-0500
21950,2012,toyota,tacoma 4x4,excellent,4 cylinders,gas,143060,clean,manual,,4wd,,truck,silver,https://images.craigslist.org/01414_7wr1JpVcI3Lz_0CI0t2_600x450.jpg,,al,33.384664,-86.737847,2021-05-04T14:11:28-0500
13950,2011,toyota,tacoma,good,4 cylinders,gas,151060,clean,automatic,,rwd,,truck,silver,https://images.craigslist.org/00h0h_dZJTo0CfFqHz_0CI0t2_600x450.jpg,,al,33.384664,-86.737847,2021-05-04T14:06:06-0500
5900,2001,,F-350,,8 cylinders,diesel,200000,clean,automatic,,rwd,,,,https://images.craigslist.org/00Z0Z_2WUpYi5KFHZz_0CI0t2_600x450.jpg,,al,33.2663,-86.902,2021-05-04T14:04:39-0500
12950,2005,bmw,z4,excellent,6 cylinders,gas,69586,clean,automatic,,rwd,,convertible,white,https://images.craigslist.org/00202_gltrHY9BL3hz_0CI0t2_600x450.jpg,,al,33.384664,-86.737847,2021-05-04T14:01:54-0500
18950,2010,ford,f150 lariat supercrew 4x4,good,8 cylinders,gas,151403,clean,automatic,,4wd,,pickup,black,https://images.craigslist.org/00101_f52BrXlkJ5nz_0CI0t2_600x450.jpg,,al,33.384664,-86.737847,2021-05-04T14:01:05-0500
6995,2011,volkswagen,jetta sel,excellent,5 cylinders,gas,172752,clean,automatic,,fwd,,sedan,black,https://images.craigslist.org/00N0N_g5kHdCKPUSVz_0CI0t2_600x450.jpg,,al,33.384664,-86.737847,2021-05-04T14:00:22-0500
12500,2008,ford,ranger xlt,excellent,6 cylinders,gas,141345,clean,automatic,,rwd,,truck,grey,https://images.craigslist.org/00r0r_9858TytJYaJz_0CI0t2_600x450.jpg,,al,33.384664,-86.737847,2021-05-04T13:59:55-0500
16950,2007,toyota,tacoma double cab,good,6 cylinders,gas,156792,clean,automatic,,rwd,,truck,white,https://images.craigslist.org/00606_keC5QrnQjXJz_0CI0t2_600x450.jpg,,al,33.384664,-86.737847,2021-05-04T13:59:13-0500
22950,2014,ford,f150 supercrew cab xlt,excellent,8 cylinders,gas,166380,clean,automatic,,4wd,full-size,truck,black,https://images.craigslist.org/00p0p_hEIb6zM2DG0z_0CI0t2_600x450.jpg,,al,33.384664,-86.737847,2021-05-04T13:58:35-0500
12950,2011,honda,crv ex,excellent,4 cylinders,gas,87994,clean,automatic,,fwd,,SUV,silver,https://images.craigslist.org/00Z0Z_1dVI87Qhmj2z_0CI0t2_600x450.jpg,,al,33.384664,-86.737847,2021-05-04T13:58:11-0500
12950,2007,mazda,mx-5 miata touring,excellent,4 cylinders,gas,90610,clean,automatic,,rwd,,convertible,black,https://images.craigslist.org/00X0X_kfdzCKeIDonz_0CI0t2_600x450.jpg,,al,33.384664,-86.737847,2021-05-04T13:57:50-0500
13950,2011,mazda,mx-5 miata grand touring,excellent,4 cylinders,gas,138235,clean,automatic,,rwd,,convertible,red,https://images.craigslist.org/00D0D_86Ydzkhq6UL_0CI0t2_600x450.jpg,,al,33.384664,-86.737847,2021-05-04T13:56:57-0500
