car_price,manufacturing_year,company,model,condition,cylinders,fuel,dist_reading,title_status,transmission,VIN,drive,size,car_type,color,image_url,county,state,lat,long,posting_date
14897,2012,jeep,grand cherokee,,6 cylinders,gas,112510,clean,other,1C4RJEAG7CC119745,rwd,,SUV,silver,https://images.craigslist.org/00w0w_1CwNRyM2EYtz_0ak07K_600x450.jpg,,al,34.2056,-86.85834,2021-05-01T12:01:29-0500
11400,2013,kia,sportage,,4 cylinders,gas,92986,clean,other,KNDPBCA2XD7460869,4wd,,SUV,blue,https://images.craigslist.org/00j0j_kkcIWYnvH6Az_0ak07K_600x450.jpg,,al,34.2056,-86.85834,2021-05-01T12:01:16-0500
10980,2012,ford,mustang,,6 cylinders,gas,159559,,manual,1ZVBP8AMXC5284648,rwd,,coupe,silver,https://images.craigslist.org/00303_jKoJKRPUg2Hz_0gw0co_600x450.jpg,,al,33.209789,-86.783493,2021-05-01T11:50:17-0500
3500,1998,jeep,cherokee,,6 cylinders,gas,273000,clean,automatic,,4wd,,SUV,white,https://images.craigslist.org/00505_kmDYL9HOQU3z_0CI0lM_600x450.jpg,,al,33.910639,-86.348897,2021-05-01T11:43:07-0500
8950,2011,ford,f-150,excellent,6 cylinders,gas,164000,clean,automatic,1FTMF1CM6BKD55331,fwd,full-size,truck,white,https://images.craigslist.org/01212_6xRHfNWpFtGz_0CI0t2_600x450.jpg,,al,34.0378,-84.5038,2021-05-01T11:41:04-0500
4000,1972,mercedes-benz,benz,fair,6 cylinders,gas,88100,clean,automatic,11402312009097,rwd,full-size,coupe,silver,https://images.craigslist.org/00V0V_cqr3FPvHaiMz_0x20oM_600x450.jpg,,al,33.5409,-86.7495,2021-05-01T11:33:56-0500
50000,2019,toyota,tundra,like new,8 cylinders,gas,20010,clean,automatic,,4wd,full-size,truck,white,https://images.craigslist.org/00F0F_j8YYOPAMJvCz_0CI0t2_600x450.jpg,,al,33.345723,-86.767445,2021-05-01T11:26:30-0500
3500,2009,hyundai,accent,,4 cylinders,gas,111387,rebuilt,automatic,KMHCN46C69U298613,fwd,,sedan,white,https://images.craigslist.org/00y0y_dD3T1woWinVz_0kE0fu_600x450.jpg,,al,33.455361,-86.962474,2021-05-01T11:11:02-0500
7480,2012,chrysler,300,,6 cylinders,gas,187910,,automatic,2C3CCAAG8CH166356,rwd,,sedan,blue,https://images.craigslist.org/00404_hWOgWCWxK8lz_0gw0co_600x450.jpg,,al,33.209789,-86.783493,2021-05-01T11:10:56-0500
1200,2005,chevrolet,impala,fair,4 cylinders,gas,256806,clean,automatic,,fwd,mid-size,sedan,blue,https://images.craigslist.org/00y0y_8hgidsTyeojz_0CI0t2_600x450.jpg,,al,33.4816,-86.859,2021-05-01T09:57:28-0500
8888,2005,nissan,altima 3.5 sl,excellent,6 cylinders,gas,53320,clean,automatic,,fwd,mid-size,sedan,brown,https://images.craigslist.org/00o0o_cxUdguQXwPOz_0CI0t2_600x450.jpg,,al,33.4188,-86.7867,2021-05-01T10:59:24-0500
26990,2016,toyota,tacoma,,6 cylinders,gas,102089,clean,automatic,3TMAZ5CN5GM007838,rwd,,pickup,grey,https://images.craigslist.org/00X0X_iMB3qRqosEHz_0kE0dM_600x450.jpg,,al,33.669601,-86.817617,2021-05-01T10:01:37-0500
500,2021,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,1400,clean,other,,,full-size,bus,green,https://images.craigslist.org/00n0n_5VG28y2JRQ1_600x450.jpg,,al,32.9229,-86.545,2021-05-01T08:54:37-0500
98900,2001,ferrari,360 modena,good,8 cylinders,gas,20187,clean,automatic,ZFFYT53A110125703,rwd,mid-size,convertible,red,https://images.craigslist.org/00x0x_L3jIoWpkvYz_0cU09G_600x450.jpg,,al,34.586557,-83.761243,2021-05-01T08:48:02-0500
15277,2017,mini,cooper,,,gas,94893,clean,manual,WMWWG5C53H3A81340,fwd,,,silver,https://images.craigslist.org/00t0t_doDCrSkuuJz_09A06Z_600x450.jpg,,al,33.168322,-87.491902,2021-05-01T08:43:30-0500
17977,2012,toyota,4runner,,,gas,182263,clean,automatic,JTEBU5JR5C5092958,4wd,,,black,https://images.craigslist.org/00y0y_4TQN5epAvnQz_09P07m_600x450.jpg,,al,33.168322,-87.491902,2021-05-01T08:43:24-0500
12250,2007,toyota,4runner sport edition,,,gas,189000,clean,automatic,,,,,,https://images.craigslist.org/01515_6eUOvPWdDr1z_0t20CI_600x450.jpg,,al,34.1761,-86.8298,2021-05-01T08:31:44-0500
35495,,,Series,,4 cylinders,gas,14000,clean,automatic,3MW5R1J08L8B21625,rwd,,sedan,white,https://images.craigslist.org/01212_85QVVsEWjTvz_0kE0dM_600x450.jpg,,al,33.669601,-86.817617,2021-05-01T04:40:22-0500
16500,2011,ford,f250 super duty,excellent,8 cylinders,gas,201766,clean,automatic,,4wd,full-size,truck,white,https://images.craigslist.org/00X0X_2mFnt0AnpkKz_0CI0t2_600x450.jpg,,al,33.8374,-86.2552,2021-04-30T23:28:56-0500
5800,2001,ford,crown vic,,,gas,105000,clean,automatic,,,,,,https://images.craigslist.org/00K0K_jvjwaK8IDmhz_0CI0h1_600x450.jpg,,al,33.5363,-87.051,2021-04-30T21:03:31-0500
3999,2006,pontiac,grand prix,,6 cylinders,gas,207238,clean,automatic,2G2WP552061255472,fwd,,sedan,white,https://images.craigslist.org/00E0E_fYtHpYwlGidz_0kE0fu_600x450.jpg,,al,33.455361,-86.962474,2021-04-30T20:30:23-0500
6000,2011,acura,mdx,good,6 cylinders,gas,197331,clean,automatic,,,,SUV,black,https://images.craigslist.org/00505_lsmoz2cUHgGz_0CI0t2_600x450.jpg,,al,33.7392,-86.7726,2021-04-30T19:56:50-0500
9400,2008,mercedes-benz,benz c350,good,6 cylinders,gas,129473,clean,automatic,WDDGF56X68F140907,rwd,full-size,sedan,silver,https://images.craigslist.org/00101_ltjmSQnRiw7z_0CI0t2_600x450.jpg,,al,33.242941,-86.817312,2021-04-30T19:14:16-0500
3850,2003,dodge,durango,,8 cylinders,gas,215604,clean,automatic,1D4HR38N13F620886,rwd,,SUV,blue,https://images.craigslist.org/00B0B_jsVdvMiyvLyz_0kE0fu_600x450.jpg,,al,33.455361,-86.962474,2021-04-30T19:10:19-0500
7900,2013,nissan,pathfinder,good,6 cylinders,gas,152400,clean,automatic,,fwd,mid-size,SUV,white,https://images.craigslist.org/00Z0Z_lG1Bwip20sHz_0CI0t2_600x450.jpg,,al,33.421,-86.783,2021-04-30T18:33:54-0500
4300,2012,kia,soul,,4 cylinders,gas,174053,clean,automatic,KNDJT2A56C7421511,fwd,,wagon,silver,https://images.craigslist.org/00K0K_fW5imLFkEIiz_0kE0fu_600x450.jpg,,al,33.455361,-86.962474,2021-04-30T17:50:17-0500
2800,2006,ford,taurus,,6 cylinders,gas,230108,clean,automatic,1FAFP53U56A238775,fwd,,sedan,white,https://images.craigslist.org/00R0R_cbDXXcdmM1cz_0kE0fu_600x450.jpg,,al,33.455361,-86.962474,2021-04-30T16:30:46-0500
27995,2012,ford,f250 super duty,,,gas,47380,clean,automatic,1FDBF2A66CEC73016,,,,white,https://images.craigslist.org/00f0f_dqP2zD0Tk5Bz_0CI0t2_600x450.jpg,,al,34.9506,-85.2432,2021-04-30T15:51:30-0500
3900,2010,chevrolet,cobalt,,4 cylinders,gas,162218,clean,automatic,1G1AD5F56A7158983,fwd,,sedan,silver,https://images.craigslist.org/00606_lbX8qo9bvIZz_0kE0fs_600x450.jpg,,al,33.455361,-86.962474,2021-04-30T15:10:41-0500
0,2017,chevrolet,silverado 2500 z71 4x4,like new,8 cylinders,diesel,102000,clean,automatic,,4wd,full-size,truck,silver,https://images.craigslist.org/00D0D_8916t1SEDZxz_0CI0t2_600x450.jpg,,al,34.188155,-86.851389,2021-04-30T15:02:28-0500
0,2016,ram,3500 laramie 4x4,like new,6 cylinders,diesel,120000,clean,automatic,,4wd,full-size,truck,black,https://images.craigslist.org/00T0T_2WluMCCy5vGz_0CI0t2_600x450.jpg,,al,34.188155,-86.851389,2021-04-30T14:34:52-0500
7300,2007,lexus,rx350,good,6 cylinders,gas,181000,clean,automatic,2T2GK31U57C025466,fwd,mid-size,SUV,white,https://images.craigslist.org/00x0x_18CowUUOw24z_0ak07K_600x450.jpg,,al,33.7299,-86.6451,2021-04-30T14:25:51-0500
72900,2021,chevrolet,tahoe,good,8 cylinders,gas,19129,clean,automatic,1GNSKPKD7MR102321,4wd,full-size,SUV,grey,https://images.craigslist.org/00q0q_aaAJe1ws3d5z_0kE0fu_600x450.jpg,,al,33.772519,-86.475191,2021-04-30T14:07:10-0500
28900,2017,audi,q7,good,6 cylinders,gas,94601,clean,automatic,WA1LAAF71HD007817,4wd,full-size,SUV,white,https://images.craigslist.org/00606_cgdJd6VptvVz_0kE0fu_600x450.jpg,,al,33.772519,-86.475191,2021-04-30T14:07:04-0500
17000,2019,chevrolet,trax,good,4 cylinders,gas,14898,clean,automatic,3GNCJNSB9KL333431,4wd,full-size,SUV,grey,https://images.craigslist.org/01616_76Z0m4OBf0sz_0kE0fu_600x450.jpg,,al,33.772519,-86.475191,2021-04-30T14:06:56-0500
3350,2010,chevrolet,hhr,,4 cylinders,,177602,clean,automatic,3GNBABDB7AS559947,rwd,,SUV,red,https://images.craigslist.org/00Q0Q_dHVpL3AkCR0z_0kE0fs_600x450.jpg,,al,33.455361,-86.962474,2021-04-30T13:50:33-0500
199,2017,dodge,charger,,,gas,21737,clean,automatic,,,,,,https://images.craigslist.org/00i0i_ChcqziILO2_600x450.jpg,,al,33.4816,-86.859,2021-04-30T13:43:43-0500
5950,2007,mitsubishi,eclipse,good,4 cylinders,gas,72000,clean,manual,4A3AK24F17E042681,fwd,compact,hatchback,black,https://images.craigslist.org/01212_27x8ep9e6vPz_0CI0t2_600x450.jpg,,al,33.353832,-86.866751,2021-04-30T13:38:11-0500
24590,2017,chevrolet,silverado 1500 regular,good,6 cylinders,gas,40784,clean,other,1GCNCNEH7HZ118773,,,pickup,white,https://images.craigslist.org/01515_iDoR0Hy6JSnz_0gw0co_600x450.jpg,,al,33.52,-86.79,2021-04-30T12:31:10-0500
3999,2006,honda,accord sedan,,4 cylinders,gas,253076,clean,automatic,3HGCM56406G701183,fwd,,sedan,silver,https://images.craigslist.org/00f0f_6dimpbGGoFJz_0kE0fu_600x450.jpg,,al,33.455361,-86.962474,2021-04-30T12:30:32-0500
8900,2013,toyota,prius,excellent,4 cylinders,hybrid,142900,clean,automatic,JTDZN3EU6D3195340,fwd,mid-size,wagon,blue,https://images.craigslist.org/01111_dmvWUOBPRVjz_0im0ak_600x450.jpg,,al,33.9135,-84.6859,2021-04-30T12:23:41-0500
9900,2016,,scion ia,excellent,4 cylinders,gas,21000,clean,automatic,,fwd,compact,sedan,blue,https://images.craigslist.org/01111_XTR6gAE2puz_0iQ0aB_600x450.jpg,,al,33.8673,-84.7699,2021-04-30T12:14:01-0500
34590,2018,ford,f150 super cab xl pickup 4d,good,6 cylinders,gas,20856,clean,other,1FTEX1CBXJKD41626,,,pickup,white,https://images.craigslist.org/00w0w_cGdvJjETZcNz_0gw0co_600x450.jpg,,al,33.52,-86.79,2021-04-30T12:11:13-0500
39990,2019,nissan,370z nismo coupe 2d,good,6 cylinders,gas,8373,clean,other,JN1AZ4EH8KM420880,rwd,,coupe,white,https://images.craigslist.org/00v0v_ihZKB5WEx8Rz_0gw0co_600x450.jpg,,al,33.52,-86.79,2021-04-30T12:11:06-0500
30590,2016,toyota,tacoma double cab sr5,good,,other,30176,clean,other,3TMAZ5CN7GM019182,,,pickup,red,https://images.craigslist.org/00505_3mrEfCl3fWWz_0gw0co_600x450.jpg,,al,33.52,-86.79,2021-04-30T12:11:03-0500
11587,2013,ford,escape,,4 cylinders,gas,215046,clean,other,1FMCU0J92DUD22213,fwd,,SUV,black,https://images.craigslist.org/00202_cmjl5jRwAh2z_0ak07K_600x450.jpg,,al,34.2056,-86.85834,2021-04-30T12:01:40-0500
4000,2002,toyota,camry,like new,4 cylinders,gas,160000,clean,automatic,,fwd,full-size,sedan,white,https://images.craigslist.org/00T0T_jsFxD6voobmz_0pO0cx_600x450.jpg,,al,33.6989,-84.7454,2021-04-30T10:47:40-0500
2999,2007,ford,taurus,,6 cylinders,gas,162029,clean,automatic,1FAFP56U47A197052,fwd,,sedan,blue,https://images.craigslist.org/00C0C_7CUkskadCUFz_0kE0fu_600x450.jpg,,al,33.455361,-86.962474,2021-04-30T11:11:20-0500
10800,2013,toyota,camry,excellent,4 cylinders,hybrid,147000,clean,automatic,4T1BD1FK4DU076083,fwd,mid-size,sedan,grey,https://images.craigslist.org/00w0w_dXRpvrSyiQ0z_0CI0t2_600x450.jpg,,al,33.354047,-86.866493,2021-04-30T11:09:51-0500
0,2018,infiniti,q50,excellent,6 cylinders,gas,30362,clean,automatic,JN1EV7AR5JM438023,,,sedan,white,https://images.craigslist.org/00t0t_2z71hTBNp13z_0hk0co_600x450.jpg,,al,33.614088,-85.796729,2021-04-30T11:01:43-0500
5500,2008,nissan,altima,like new,4 cylinders,gas,150000,clean,automatic,,fwd,,sedan,white,https://images.craigslist.org/00E0E_eSfBqoSbUAHz_0pO0cx_600x450.jpg,,al,33.6989,-84.7454,2021-04-30T10:44:07-0500
34500,2012,bmw,x6,,8 cylinders,gas,53723,clean,automatic,5YMGZ0C57CLK14442,,,,,https://images.craigslist.org/00t0t_22PX6U4OO2mz_0kE0dL_600x450.jpg,,al,33.669601,-86.817617,2021-04-30T10:11:19-0500
3200,1988,chevrolet,s10 pickup,,,gas,191000,rebuilt,automatic,,,,,,https://images.craigslist.org/00a0a_c1upF1YA5mDz_0CI0t2_600x450.jpg,,al,33.3224,-86.9657,2021-04-30T09:48:18-0500
500,2021,,SPECIAL FINANCE PROGRAM 2020,fair,other,other,1400,clean,other,,,full-size,bus,green,https://images.craigslist.org/00F0F_dROjQK9UCaP_600x450.jpg,,al,32.9229,-86.545,2021-04-30T09:11:55-0500
19990,2020,nissan,versa,,,gas,6591,clean,automatic,3N1CN8FV7LL800790,fwd,,,black,https://images.craigslist.org/00Q0Q_c8eR7hTSgm7z_0ak07K_600x450.jpg,,al,32.9229,-86.545,2021-04-30T08:52:01-0500
26990,2020,nissan,frontier,,,gas,323,clean,automatic,1N6ED0CE8LN726078,rwd,,,red,https://images.craigslist.org/00Z0Z_kX8h5wIUFU7z_09Q07v_600x450.jpg,,al,32.9229,-86.545,2021-04-30T08:52:00-0500
31988,2019,nissan,murano,,,gas,15566,clean,automatic,5N1AZ2MJ9KN124875,fwd,,,blue,https://images.craigslist.org/00g0g_fJx2QyVxLBuz_09Q07v_600x450.jpg,,al,32.9229,-86.545,2021-04-30T08:52:01-0500
11977,2009,toyota,venza,,,gas,76662,clean,automatic,4T3BK11A39U008165,,,,red,https://images.craigslist.org/00C0C_dI5Iyq2Q4Doz_09Q07v_600x450.jpg,,al,33.168322,-87.491902,2021-04-30T08:45:18-0500
35990,2016,dodge,challenger r/t scat pack,good,,other,18955,clean,other,2C3CDZFJ5GH184898,rwd,,coupe,black,https://images.craigslist.org/00q0q_4ZbmD4qhAB4z_0gw0co_600x450.jpg,,al,33.52,-86.79,2021-04-30T08:31:22-0500
34990,2018,ram,1500 quad cab big horn,good,6 cylinders,other,22064,clean,other,1C6RR7GG0JS247282,4wd,,pickup,silver,https://images.craigslist.org/00P0P_egjxZcIzHczz_0gw0co_600x450.jpg,,al,33.52,-86.79,2021-04-30T08:31:21-0500
38995,2012,ford,f-250 super duty,,,gas,9205,clean,automatic,1FD7W2B61CEC39375,4wd,,,white,https://images.craigslist.org/00909_b3ROhoRpAqPz_0CI0t2_600x450.jpg,,al,34.9506,-85.2432,2021-04-30T08:24:40-0500
10500,2013,volkswagen,passat tdi sel,excellent,,diesel,91000,clean,automatic,,,,,black,https://images.craigslist.org/00K0K_hVqjASqt4glz_0ak07K_600x450.jpg,,al,33.546749,-86.539801,2021-04-30T08:13:49-0500
18250,2016,ford,explorer xlt,excellent,,gas,69000,clean,automatic,,,,,blue,https://images.craigslist.org/00P0P_bqDGRuOkE75z_0ww0oo_600x450.jpg,,al,33.546749,-86.539801,2021-04-30T08:03:08-0500
19900,2017,ford,explorer xlt,excellent,,gas,71000,clean,automatic,,,,,silver,https://images.craigslist.org/00O0O_2FdeGSmxmORz_0ww0oo_600x450.jpg,,al,33.544096,-86.534376,2021-04-30T08:00:20-0500
10500,2014,volkswagen,jetta tdi,excellent,,diesel,52000,clean,automatic,,,,,grey,https://images.craigslist.org/00e0e_j6ziB0q3g0Cz_0ak07K_600x450.jpg,,al,33.546749,-86.539801,2021-04-30T07:55:43-0500
3500,1994,ford,f450,fair,8 cylinders,diesel,190000,clean,manual,,rwd,full-size,truck,white,https://images.craigslist.org/00707_av84NIWOqBLz_0Ac0kq_600x450.jpg,,al,33.170804,-86.28202,2021-04-30T07:08:12-0500
31990,2016,chevrolet,silverado 1500,,8 cylinders,,107597,clean,automatic,3GCUKREC3GG310264,4wd,,pickup,white,https://images.craigslist.org/00y0y_7cLgWLdiPUMz_0kE0dM_600x450.jpg,,al,33.669601,-86.817617,2021-04-30T04:50:50-0500
0,2016,jeep,wrangler unlimited,,6 cylinders,gas,83203,clean,automatic,,4wd,mid-size,SUV,grey,https://images.craigslist.org/00R0R_f6iDs9r68EEz_0gw0co_600x450.jpg,,al,,,2021-04-30T04:30:46-0500
6800,2005,,blue bird bus,excellent,6 cylinders,diesel,180000,clean,automatic,,rwd,full-size,bus,yellow,https://images.craigslist.org/00000_842WZ3ZO6Nfz_0CI0t2_600x450.jpg,,al,33.2473,-84.835,2021-04-29T22:29:32-0500
5500,1999,,blue bird bus,excellent,6 cylinders,diesel,220000,clean,automatic,,rwd,full-size,bus,yellow,https://images.craigslist.org/00202_2YCCpC3Kvkwz_0pO0jm_600x450.jpg,,al,33.2473,-84.835,2021-04-29T22:23:27-0500
36990,2018,toyota,4runner sr5 sport utility,good,6 cylinders,gas,21415,clean,other,JTEBU5JR4J5589139,4wd,,other,silver,https://images.craigslist.org/00A0A_hCiAtaVWpuaz_0gw0co_600x450.jpg,,al,33.52,-86.79,2021-04-29T22:11:15-0500
23590,2017,nissan,frontier king cab sv,good,,gas,37091,clean,other,1N6BD0CT1HN724133,fwd,,pickup,red,https://images.craigslist.org/00R0R_aLtwcjHyVjBz_0gw0co_600x450.jpg,,al,33.52,-86.79,2021-04-29T22:11:14-0500
17990,2013,subaru,xv crosstrek premium,good,,gas,57371,clean,other,JF2GPAVC1D2886375,,,hatchback,blue,https://images.craigslist.org/00k0k_4KL76nFI68dz_0gw0co_600x450.jpg,,al,33.52,-86.79,2021-04-29T22:11:14-0500
30990,2017,nissan,frontier crew cab pro-4x,good,6 cylinders,gas,31095,clean,other,1N6DD0EV9HN769618,4wd,,pickup,white,https://images.craigslist.org/00202_4ktTZLGWeDZz_0gw0co_600x450.jpg,,al,33.52,-86.79,2021-04-29T22:11:14-0500
21590,2017,buick,regal premium ii sedan 4d,good,,gas,14934,clean,other,2G4GR5GX4H9146936,fwd,,sedan,white,https://images.craigslist.org/01313_2QANpLqgeGgz_0gw0co_600x450.jpg,,al,33.52,-86.79,2021-04-29T22:11:10-0500
21990,2019,toyota,camry l sedan 4d,good,,other,5607,clean,other,4T1B11HK4KU829484,,,sedan,red,https://images.craigslist.org/00303_f14KQDWHWDyz_0gw0co_600x450.jpg,,al,33.52,-86.79,2021-04-29T22:11:07-0500
16000,2016,dodge,charger,like new,6 cylinders,gas,62000,clean,automatic,,rwd,full-size,sedan,silver,https://images.craigslist.org/00U0U_2KNp9xdOcRmz_0ak07K_600x450.jpg,,al,33.500813,-86.872046,2021-04-29T21:39:05-0500
1500,2005,toyota,solara,good,4 cylinders,gas,222100,clean,automatic,,fwd,full-size,sedan,silver,https://images.craigslist.org/00a0a_anzovrae3Ulz_05r07g_600x450.jpg,,al,33.1098,-86.756,2021-04-29T21:29:59-0500
4500,2005,acura,mdx,,6 cylinders,gas,279000,clean,automatic,2HNYD18905H558010,,,SUV,blue,https://images.craigslist.org/00j0j_cZuw30dPly4z_0kE0fu_600x450.jpg,,al,33.455361,-86.962474,2021-04-29T19:50:31-0500
33995,2016,chevrolet,silverado 1500,,,gas,115000,clean,automatic,,4wd,,,,https://images.craigslist.org/00N0N_eXofD4NusxKz_0qR0hY_600x450.jpg,,al,33.521,-86.8066,2021-04-29T18:54:51-0500
40000,2017,chevrolet,tahoe,like new,8 cylinders,gas,68000,clean,automatic,,rwd,full-size,SUV,silver,https://images.craigslist.org/00606_irsn37l4whqz_1320MM_600x450.jpg,,al,33.5066,-86.7428,2021-04-29T18:30:36-0500
39900,2015,lincoln,,,,gas,51,clean,automatic,,,,,,https://images.craigslist.org/00i0i_8sGrGiSVN5zz_0bC08I_600x450.jpg,,al,29.2833,-81.0882,2021-04-29T18:26:24-0500
10500,2008,infiniti,ex35,good,6 cylinders,gas,122904,clean,automatic,JNKAJ09E48M304922,rwd,full-size,wagon,black,https://images.craigslist.org/01010_jAEq0Csv5Plz_0CI0t2_600x450.jpg,,al,33.242977,-86.817334,2021-04-29T18:23:12-0500
9500,2014,toyota,prius v hybrid,good,4 cylinders,gas,136128,clean,automatic,JTDZN3EU4E3324774,fwd,mid-size,hatchback,white,https://images.craigslist.org/00g0g_3fd2tNWsJ91_0CI0t2_600x450.jpg,,al,33.243067,-86.817398,2021-04-29T18:10:56-0500
12900,2014,nissan,rogue sv,good,4 cylinders,gas,120211,clean,automatic,5N1AT2MT4EC795289,fwd,full-size,SUV,red,https://images.craigslist.org/00202_lLQME8wACgZ_600x450.jpg,,al,33.242977,-86.817334,2021-04-29T18:10:10-0500
4275,2006,jeep,liberty,,6 cylinders,gas,174132,clean,automatic,1J8GL48K06W123802,4wd,,SUV,red,https://images.craigslist.org/00d0d_rUsuiGCqvTz_0kE0fu_600x450.jpg,,al,33.455361,-86.962474,2021-04-29T17:40:27-0500
3200,2006,chevrolet,trailblazer,good,6 cylinders,gas,178762,clean,automatic,,rwd,full-size,SUV,grey,https://images.craigslist.org/00x0x_lrsGVv3oWdJz_0CI0t2_600x450.jpg,,al,33.7386,-86.4394,2021-04-29T17:29:03-0500
10000,2010,toyota,tundra,,,gas,180000,clean,automatic,,,,,,https://images.craigslist.org/01616_k1cwVLl8ShVz_0ew0t2_600x450.jpg,,al,33.521,-86.8066,2021-04-29T16:35:45-0500
11995,2007,chevrolet,tahoe,,,gas,170865,clean,automatic,1GNFK13077J125921,4wd,,,silver,https://images.craigslist.org/00F0F_2Pf6ojfdZ1Hz_0CI0t2_600x450.jpg,,al,34.9506,-85.2432,2021-04-29T16:00:07-0500
3399,2006,buick,lacrosse,,6 cylinders,gas,160218,clean,automatic,2G4WD582061211256,fwd,,sedan,blue,https://images.craigslist.org/00Y0Y_k6FflIFf9cBz_0kE0fu_600x450.jpg,,al,33.455361,-86.962474,2021-04-29T15:30:13-0500
17995,2017,ram,promaster 1500 cargo van,,,gas,147064,clean,automatic,3C6TRVNGXHE538740,,,,white,https://images.craigslist.org/00X0X_aUGKlLsadBhz_0CI0t2_600x450.jpg,,al,34.9506,-85.2432,2021-04-29T15:01:11-0500
3850,2010,volkswagen,jetta,,,gas,178000,clean,automatic,,,,,,https://images.craigslist.org/00v0v_2mdTkQbdUILz_0CI0t2_600x450.jpg,,al,34.4965,-84.9345,2021-04-29T13:50:31-0500
3900,2009,hyundai,elantra,,4 cylinders,gas,162005,clean,automatic,KMHDU46D49U684737,rwd,,sedan,white,https://images.craigslist.org/00L0L_guMJpv80fKvz_0kE0fu_600x450.jpg,,al,33.455361,-86.962474,2021-04-29T13:20:32-0500
6000,2004,subaru,baja,excellent,4 cylinders,gas,64000,clean,automatic,,4wd,,,,https://images.craigslist.org/00F0F_6nC6ROPeF26z_0t20CI_600x450.jpg,,al,33.4653,-86.8082,2021-04-29T12:44:18-0500
15897,2018,chevrolet,malibu,,4 cylinders,gas,65950,clean,other,1G1ZB5ST9JF144448,fwd,,sedan,grey,https://images.craigslist.org/00Y0Y_iXcg7NI7020z_0ak07K_600x450.jpg,,al,34.2056,-86.85834,2021-04-29T12:01:49-0500
0,2020,dodge,charger,excellent,8 cylinders,gas,8428,clean,automatic,2C3CDXGJ8LH129343,rwd,,sedan,,https://images.craigslist.org/01717_8vdpfjIHMtYz_0hk0co_600x450.jpg,,al,33.614088,-85.796729,2021-04-29T11:14:11-0500
3300,1999,chrysler,300m,,6 cylinders,gas,162026,clean,automatic,2C3HE66G5XH565608,fwd,,sedan,,https://images.craigslist.org/00Z0Z_4TJ8d3k9bp8z_0kE0fu_600x450.jpg,,al,33.455361,-86.962474,2021-04-29T11:11:04-0500
26995,2015,ford,f-350,,,diesel,232000,clean,automatic,,4wd,,,,https://images.craigslist.org/00Q0Q_bdvYmYYkqV3z_0uv0j8_600x450.jpg,,al,33.521,-86.8066,2021-04-29T11:03:09-0500
0,2021,nissan,titan xd,excellent,8 cylinders,gas,2576,clean,automatic,1N6AA1FBXMN506733,4wd,,truck,black,https://images.craigslist.org/00k0k_7xYIre7RgTSz_0hk0co_600x450.jpg,,al,33.614088,-85.796729,2021-04-29T11:01:30-0500
6950,2011,volkswagen,jetta,excellent,5 cylinders,gas,116000,clean,automatic,3VWDZ7AJ9BM348478,fwd,full-size,sedan,silver,https://images.craigslist.org/01212_69JTxU1r2Ifz_0t20CI_600x450.jpg,,al,33.4951,-86.8059,2021-04-29T10:38:35-0500
29995,2013,chevrolet,silverado 2500hd,,,diesel,173000,clean,automatic,,4wd,,,,https://images.craigslist.org/00x0x_5poCuWnQtiDz_0pC0g0_600x450.jpg,,al,33.521,-86.8066,2021-04-29T10:34:44-0500
22795,2015,mercedes-benz,c-class,,4 cylinders,gas,67870,clean,automatic,55SWF4KB4FU020761,,,sedan,silver,https://images.craigslist.org/00E0E_9mLArb2oQ0Kz_0kE0dM_600x450.jpg,,al,33.669601,-86.817617,2021-04-29T10:11:45-0500
0,2014,,Freightliner Cascadia,,,diesel,100,clean,automatic,,,,,,https://images.craigslist.org/00M0M_aVuQx61rdczz_07K05O_600x450.jpg,,al,36.0127,-86.56,2021-04-29T10:03:00-0500
8995,2005,nissan,altima 3.5 sl,excellent,6 cylinders,gas,53320,clean,automatic,,fwd,mid-size,sedan,brown,https://images.craigslist.org/00o0o_cxUdguQXwPOz_0CI0t2_600x450.jpg,,al,33.4188,-86.7867,2021-04-29T10:01:42-0500
1250,1988,ford,bronco ii,fair,6 cylinders,gas,90000,clean,manual,,4wd,,SUV,black,https://images.craigslist.org/00s0s_61dcR8R9akGz_0CI0t2_600x450.jpg,,al,33.935213,-86.017456,2021-04-29T09:41:32-0500
1500,1988,,1988,good,6 cylinders,gas,89000,clean,manual,,4wd,,,,https://images.craigslist.org/00K0K_aIwebdjssyOz_0CI0t2_600x450.jpg,,al,33.937207,-86.017799,2021-04-29T09:31:43-0500
48900,2018,chevrolet,silverado 2500 hd ltz,like new,8 cylinders,diesel,43034,rebuilt,automatic,1GC1KWEYXJF108821,4wd,full-size,truck,black,https://images.craigslist.org/00e0e_iD7FV8sntHbz_0pO0jm_600x450.jpg,,al,34.932873,-80.278416,2021-04-29T09:23:00-0500
9988,2014,kia,sorento lx,good,4 cylinders,gas,121259,clean,automatic,,fwd,compact,SUV,red,https://images.craigslist.org/00909_aJHPOIzv1dz_0CI0t2_600x450.jpg,,al,33.4188,-86.7867,2021-04-29T08:52:43-0500
24888,2019,ford,f150 regular cab xl,excellent,6 cylinders,gas,8176,clean,automatic,,rwd,full-size,pickup,white,https://images.craigslist.org/00W0W_19NP8id1JQEz_0CI0t2_600x450.jpg,,al,33.4188,-86.7867,2021-04-29T08:52:28-0500
